,,,,,UKCP09,,,UKCP18,,,Difference,,
2070-2099,temp,dmax,dec,Wales,1.0177397,2.8051505,4.8518505,0.5525369,2.3005288,4.1186314,-0.4652028,-0.5046217,-0.7332191
2070-2099,temp,dmax,dec,West Midlands,1.0490384,2.8736281,4.980564,0.5412121,2.3462353,4.226819,-0.5078263,-0.5273928,-0.753745
2070-2099,temp,dmax,dec,Western Scotland,0.77409494,2.2611427,4.1337843,0.6655766,2.2781692,3.979587,-0.10851834,0.0170265,-0.1541973
2070-2099,temp,dmax,dec,Yorkshire and Humberside,0.8015019,2.6599636,4.8260326,0.6597476,2.3920336,4.2392254,-0.1417543,-0.26793,-0.5868072
2070-2099,temp,dmean,dec,Channel Islands,1.5514922,3.0752676,4.92885,0.44647893,2.210234,4.0431385,-1.10501327,-0.8650336,-0.8857115
2070-2099,temp,dmean,dec,East Midlands,1.3677367,3.0653627,5.0459127,0.7617768,2.3184013,4.007885,-0.6059599,-0.7469614,-1.0380277
2070-2099,temp,dmean,dec,East of England,1.3926951,3.110621,5.11689,0.77176374,2.3593087,4.091934,-0.62093136,-0.7513123,-1.024956
2070-2099,temp,dmean,dec,Eastern Scotland,1.4407221,2.6047018,4.1037903,0.11320879,1.7727396,3.475592,-1.32751331,-0.8319622,-0.6281983
2070-2099,temp,dmean,dec,Isle of Man,1.3960315,2.553039,4.048733,0.20768766,1.7914445,3.3868048,-1.18834384,-0.7615945,-0.6619282
2070-2099,temp,dmean,dec,London,1.4070188,3.1401157,5.164499,0.7689731,2.3894668,4.1564417,-0.6380457,-0.7506489,-1.0080573
2070-2099,temp,dmean,dec,North East England,1.5507518,2.8400016,4.5050616,0.23998733,1.9333491,3.6597116,-1.31076447,-0.9066525,-0.84535
2070-2099,temp,dmean,dec,North West England,1.5666903,2.844545,4.5045223,0.22662537,1.9670093,3.7483573,-1.34006493,-0.8775357,-0.756165
2070-2099,temp,dmean,dec,Northern Ireland,1.3426093,2.6517868,4.3759193,0.25339007,1.8607877,3.469176,-1.08921923,-0.7909991,-0.9067433
2070-2099,temp,dmean,dec,Northern Scotland,1.3915902,2.5314624,3.993037,0.14703022,1.7110903,3.3161683,-1.24455998,-0.8203721,-0.6768687
2070-2099,temp,dmean,dec,South East England,1.4053738,3.1355073,5.1565413,0.78235286,2.3994772,4.1616826,-0.62302094,-0.7360301,-0.9948587
2070-2099,temp,dmean,dec,South West England,1.6155713,3.1560624,5.0421596,0.45761597,2.2539034,4.135598,-1.15795533,-0.902159,-0.9065616
2070-2099,temp,dmean,dec,Wales,1.5871677,3.1108184,4.973672,0.46350566,2.1905403,4.006534,-1.12366204,-0.9202781,-0.967138
2070-2099,temp,dmean,dec,West Midlands,1.6307344,3.192679,5.1032376,0.4394904,2.224668,4.102039,-1.191244,-0.968011,-1.0011986
2070-2099,temp,dmean,dec,Western Scotland,1.5704585,2.8609235,4.5336795,0.22267824,1.8774142,3.5497518,-1.34778026,-0.9835093,-0.9839277
2070-2099,temp,dmean,dec,Yorkshire and Humberside,1.3464608,3.0400808,5.0121274,0.76690847,2.2756643,3.90833,-0.57955233,-0.7644165,-1.1037974
2070-2099,temp,dmin,dec,Channel Islands,1.0343068,2.7477088,4.7839913,0.64997125,2.7512722,5.00766,-0.38433555,0.0035634,0.2236687
2070-2099,temp,dmin,dec,East Midlands,0.38656765,2.6618552,5.1733,0.90111524,2.742369,4.76759,0.51454759,0.0805138,-0.40571
2070-2099,temp,dmin,dec,East of England,0.40398747,2.703632,5.231241,0.90521455,2.7991984,4.8798447,0.50122708,0.0955664,-0.3513963
2070-2099,temp,dmin,dec,Eastern Scotland,0.5086767,2.0349584,3.8567529,0.12072754,2.0609543,4.2171035,-0.38794916,0.0259959,0.3603506
2070-2099,temp,dmin,dec,Isle of Man,0.84151256,2.3241339,4.195904,0.09357456,2.0468042,4.21458,-0.747938,-0.2773297,0.018676
2070-2099,temp,dmin,dec,London,0.39911065,2.7468865,5.288768,0.890491,2.8404272,4.985827,0.49138035,0.0935407,-0.302941
2070-2099,temp,dmin,dec,North East England,0.90990096,2.4997625,4.5156517,0.117337786,2.1709902,4.459077,-0.792563174,-0.3287723,-0.0565747
2070-2099,temp,dmin,dec,North West England,0.9228407,2.5355558,4.5644493,0.11685926,2.2303345,4.597626,-0.80598144,-0.3052213,0.0331767
2070-2099,temp,dmin,dec,Northern Ireland,0.6388417,2.3589053,4.2286177,0.14761907,2.0873344,4.248718,-0.49122263,-0.2715709,0.0201003
2070-2099,temp,dmin,dec,Northern Scotland,0.5119684,2.010231,3.797878,0.16659692,1.9899442,4.017936,-0.34537148,-0.0202868,0.220058
2070-2099,temp,dmin,dec,South East England,0.3983686,2.7431922,5.2865047,0.9102183,2.8549128,4.989296,0.5118497,0.1117206,-0.2972087
2070-2099,temp,dmin,dec,South West England,0.8170184,2.8010666,5.046368,0.6689016,2.770196,5.048392,-0.1481168,-0.0308706,0.002024
2070-2099,temp,dmin,dec,Wales,0.78067833,2.736709,4.9295263,0.67892075,2.6780972,4.839226,-0.10175758,-0.0586118,-0.0903003
2070-2099,temp,dmin,dec,West Midlands,0.8197929,2.794396,5.0403585,0.66495204,2.7160912,4.9429812,-0.15484086,-0.0783048,-0.0973773
2070-2099,temp,dmin,dec,Western Scotland,0.94726205,2.577641,4.6425486,0.109568514,2.093332,4.316716,-0.837693536,-0.484309,-0.3258326
2070-2099,temp,dmin,dec,Yorkshire and Humberside,0.34704193,2.6268706,5.083774,0.9141458,2.698268,4.6586037,0.56710387,0.0713974,-0.4251703
2070-2099,precip,dmean,dec,Channel Islands,-6.7940087,15.834524,49.07948,-14.497457,17.650503,57.03078,-7.7034483,1.815979,7.9513
2070-2099,precip,dmean,dec,East Midlands,-5.37348,12.840747,38.527245,-15.276235,15.949624,54.309475,-9.902755,3.108877,15.78223
2070-2099,precip,dmean,dec,East of England,-5.205656,13.739995,40.862534,-12.365104,17.837574,54.659695,-7.159448,4.097579,13.797161
2070-2099,precip,dmean,dec,Eastern Scotland,0.28160477,12.418004,27.401506,-17.398735,11.509436,44.051975,-17.68033977,-0.908568,16.650469
2070-2099,precip,dmean,dec,Isle of Man,1.523992,20.545004,46.70299,-21.11885,13.377017,57.401947,-22.642842,-7.167987,10.698957
2070-2099,precip,dmean,dec,London,-5.641438,14.619094,43.953392,-11.256512,17.069033,51.427402,-5.615074,2.449939,7.47401
2070-2099,precip,dmean,dec,North East England,-1.7500517,15.180715,37.299995,-17.211735,12.271223,49.00387,-15.4616833,-2.909492,11.703875
2070-2099,precip,dmean,dec,North West England,1.8878202,23.122158,52.305206,-18.150927,10.805325,42.7254,-20.0387472,-12.316833,-9.579806
2070-2099,precip,dmean,dec,Northern Ireland,0.61952794,15.647794,35.783524,-16.561049,12.217457,49.57456,-17.18057694,-3.430337,13.791036
2070-2099,precip,dmean,dec,Northern Scotland,3.5211341,25.699802,55.783657,-22.485552,8.756487,42.642826,-26.0066861,-16.943315,-13.140831
2070-2099,precip,dmean,dec,South East England,-5.766117,17.003532,51.142754,-13.053202,20.095505,61.777115,-7.287085,3.091973,10.634361
2070-2099,precip,dmean,dec,South West England,-5.396729,16.209316,48.289505,-15.580031,19.837646,62.703617,-10.183302,3.62833,14.414112
2070-2099,precip,dmean,dec,Wales,2.4998422,22.447584,50.368774,-18.189299,18.006367,61.422733,-20.6891412,-4.441217,11.053959
2070-2099,precip,dmean,dec,West Midlands,-5.563258,14.796747,44.36473,-17.538462,19.632639,64.79079,-11.975204,4.835892,20.42606
2070-2099,precip,dmean,dec,Western Scotland,4.2549143,26.098349,55.68584,-21.743467,13.412133,58.08745,-25.9983813,-12.686216,2.40161
2070-2099,precip,dmean,dec,Yorkshire and Humberside,-4.763314,10.426758,31.075045,-17.676401,13.508613,51.889454,-12.913087,3.081855,20.814409
2010-2039,temp,dmax,mam,Channel Islands,0.53144825,1.2691705,2.139863,-0.053759765,0.6533239,1.3939679,-0.585208015,-0.6158466,-0.7458951
2010-2039,temp,dmax,mam,East Midlands,0.5144024,1.3624761,2.3403077,0.07349225,0.7842618,1.5446981,-0.44091015,-0.5782143,-0.7956096
2010-2039,temp,dmax,mam,East of England,0.5250281,1.3735502,2.3445988,0.046289258,0.76615375,1.5373993,-0.478738842,-0.60739645,-0.8071995
2010-2039,temp,dmax,mam,Eastern Scotland,0.22712776,1.0627005,1.9823732,-0.005096425,0.8140246,1.6810731,-0.232224185,-0.2486759,-0.3013001
2010-2039,temp,dmax,mam,Isle of Man,0.45835432,1.1624442,1.9742181,0.07076364,0.6723647,1.3165376,-0.38759068,-0.4900795,-0.6576805
2010-2039,temp,dmax,mam,London,0.5442719,1.4073479,2.408433,0.036722492,0.7654591,1.5467359,-0.507549408,-0.6418888,-0.8616971
2010-2039,temp,dmax,mam,North East England,0.5187287,1.3423839,2.293773,0.10626089,0.8238439,1.5893428,-0.41246781,-0.51854,-0.7044302
2010-2039,temp,dmax,mam,North West England,0.5105274,1.3019142,2.2069907,0.0672443,0.77105755,1.5208453,-0.4432831,-0.53085665,-0.6861454
2010-2039,temp,dmax,mam,Northern Ireland,0.4070433,1.1143835,1.9712391,0.07961669,0.72536486,1.4137453,-0.32742661,-0.38901864,-0.5574938
2010-2039,temp,dmax,mam,Northern Scotland,0.22162539,0.96770424,1.8129594,0.002430527,0.78638226,1.616834,-0.219194864,-0.18132198,-0.1961254
2010-2039,temp,dmax,mam,South East England,0.5335504,1.3766434,2.3533158,0.02936226,0.7550231,1.5316079,-0.50418814,-0.6216203,-0.8217079
2010-2039,temp,dmax,mam,South West England,0.5514124,1.3371024,2.2502773,-0.059942596,0.70799726,1.5037254,-0.611354996,-0.62910514,-0.7465519
2010-2039,temp,dmax,mam,Wales,0.5252734,1.3054845,2.2058673,-0.034578778,0.71990293,1.5001819,-0.559852178,-0.58558157,-0.7056854
2010-2039,temp,dmax,mam,West Midlands,0.54419076,1.3714608,2.29242,-0.014484481,0.7584613,1.5632545,-0.558675241,-0.6129995,-0.7291655
2010-2039,temp,dmax,mam,Western Scotland,0.49194184,1.2835552,2.174109,0.08710666,0.802212,1.5600024,-0.40483518,-0.4813432,-0.6141066
2010-2039,temp,dmax,mam,Yorkshire and Humberside,0.49754277,1.3651333,2.3243203,0.09595692,0.8102134,1.5737028,-0.40158585,-0.5549199,-0.7506175
2010-2039,temp,dmean,mam,Channel Islands,0.63691807,1.1628023,1.8032916,-0.11875272,0.66981214,1.5032482,-0.75567079,-0.49299016,-0.3000434
2010-2039,temp,dmean,mam,East Midlands,0.6874649,1.2563065,1.9076093,0.024867604,0.787913,1.5810283,-0.662597296,-0.4683935,-0.326581
2010-2039,temp,dmean,mam,East of England,0.69459873,1.2616845,1.9125819,0.014106808,0.788922,1.5969615,-0.680491922,-0.4727625,-0.3156204
2010-2039,temp,dmean,mam,Eastern Scotland,0.5257021,1.1473008,1.8483824,-0.020135546,0.812406,1.6930022,-0.545837646,-0.3348948,-0.1553802
2010-2039,temp,dmean,mam,Isle of Man,0.6349024,1.1438104,1.739438,0.04142484,0.7196609,1.4202533,-0.59347756,-0.4241495,-0.3191847
2010-2039,temp,dmean,mam,London,0.69885474,1.278389,1.9416735,0.008342631,0.7901711,1.6114972,-0.690512109,-0.4882179,-0.3301763
2010-2039,temp,dmean,mam,North East England,0.7236327,1.2998192,1.9750539,0.046320405,0.82111096,1.6153594,-0.677312295,-0.47870824,-0.3596945
2010-2039,temp,dmean,mam,North West England,0.7022445,1.2703645,1.9341544,0.023356048,0.7846923,1.5690038,-0.678888452,-0.4856722,-0.3651506
2010-2039,temp,dmean,mam,Northern Ireland,0.6551325,1.1552719,1.733087,0.032559652,0.7393687,1.4702568,-0.622572848,-0.4159032,-0.2628302
2010-2039,temp,dmean,mam,Northern Scotland,0.48797753,1.0725243,1.7305379,-0.010115625,0.8049029,1.665285,-0.498093155,-0.2676214,-0.0652529
2010-2039,temp,dmean,mam,South East England,0.6937761,1.2724022,1.9339749,0.004385198,0.7869467,1.6091682,-0.689390902,-0.4854555,-0.3248067
2010-2039,temp,dmean,mam,South West England,0.6652287,1.2131371,1.8808329,-0.015980208,0.7431336,1.5407904,-0.681208908,-0.4700035,-0.3400425
2010-2039,temp,dmean,mam,Wales,0.653764,1.194871,1.8535316,0.001926246,0.7435763,1.5164815,-0.651837754,-0.4512947,-0.3370501
2010-2039,temp,dmean,mam,West Midlands,0.67426854,1.2317713,1.9105505,0.01637703,0.77358204,1.5627967,-0.65789151,-0.45818926,-0.3477538
2010-2039,temp,dmean,mam,Western Scotland,0.70050895,1.2659435,1.9268684,0.05268242,0.8196219,1.6133246,-0.64782653,-0.4463216,-0.3135438
2010-2039,temp,dmean,mam,Yorkshire and Humberside,0.68277323,1.2502685,1.8995088,0.039616708,0.8064131,1.5973291,-0.643156522,-0.4438554,-0.3021797
2010-2039,temp,dmin,mam,Channel Islands,0.40094548,1.0989377,1.9055772,-0.044893235,0.76980287,1.6561091,-0.445838715,-0.32913483,-0.2494681
2010-2039,temp,dmin,mam,East Midlands,0.36694354,1.0868428,1.9277084,-0.001177367,0.78479517,1.6434796,-0.368120907,-0.30204763,-0.2842288
2010-2039,temp,dmin,mam,East of England,0.3785485,1.1017543,1.9597495,-0.007953176,0.7932409,1.674282,-0.386501676,-0.3085134,-0.2854675
2010-2039,temp,dmin,mam,Eastern Scotland,0.23844212,1.0026953,1.8577995,-0.02532696,0.8816319,1.841435,-0.26376908,-0.1210634,-0.0163645
2010-2039,temp,dmin,mam,Isle of Man,0.37631297,0.9995303,1.748508,-0.06773833,0.7427753,1.5998791,-0.4440513,-0.256755,-0.1486289
2010-2039,temp,dmin,mam,London,0.38302198,1.1063275,1.9734547,-0.007058744,0.79764825,1.6859313,-0.390080724,-0.30867925,-0.2875234
2010-2039,temp,dmin,mam,North East England,0.42187276,1.1014223,1.929917,-0.0742244,0.79912835,1.717412,-0.49609716,-0.30229395,-0.212505
2010-2039,temp,dmin,mam,North West England,0.41261384,1.0862659,1.8956419,-0.08931564,0.7816726,1.6999148,-0.50192948,-0.3045933,-0.1957271
2010-2039,temp,dmin,mam,Northern Ireland,0.32370925,1.0658689,1.9097557,-0.08184182,0.7287536,1.5897658,-0.40555107,-0.3371153,-0.3199899
2010-2039,temp,dmin,mam,Northern Scotland,0.21516126,0.95907176,1.7790171,-0.21621552,0.8158517,1.8565009,-0.43137678,-0.14322006,0.0774838
2010-2039,temp,dmin,mam,South East England,0.38389972,1.1000936,1.9543796,-0.005055638,0.8038207,1.698553,-0.388955358,-0.2962729,-0.2558266
2010-2039,temp,dmin,mam,South West England,0.4217078,1.129005,1.9762721,-0.022890836,0.7697863,1.6501466,-0.444598636,-0.3592187,-0.3261255
2010-2039,temp,dmin,mam,Wales,0.39338574,1.1181238,1.9585454,-0.010910657,0.7587808,1.6054219,-0.404296397,-0.359343,-0.3531235
2010-2039,temp,dmin,mam,West Midlands,0.4056965,1.1434588,1.9711868,0.001787285,0.7788962,1.6309106,-0.403909215,-0.3645626,-0.3402762
2010-2039,temp,dmin,mam,Western Scotland,0.40485686,1.0932803,1.9325408,-0.04482228,0.8385207,1.7757066,-0.44967914,-0.2547596,-0.1568342
2010-2039,temp,dmin,mam,Yorkshire and Humberside,0.36406758,1.0828402,1.9248047,0.010707021,0.8001881,1.6578329,-0.353360559,-0.2826521,-0.2669718
2010-2039,precip,dmean,mam,Channel Islands,-8.525589,0.058540158,9.457612,-6.943758,4.635515,16.830427,1.581831,4.576974842,7.372815
2010-2039,precip,dmean,mam,East Midlands,-6.3676977,0.80019975,8.564851,-5.637513,3.9899406,14.197001,0.7301847,3.18974085,5.63215
2010-2039,precip,dmean,mam,East of England,-5.9195037,0.7501749,7.936157,-5.3688984,4.458762,15.176208,0.5506053,3.7085871,7.240051
2010-2039,precip,dmean,mam,Eastern Scotland,-4.835504,1.5999529,8.5203,-4.5390644,4.1649876,13.735808,0.2964396,2.5650347,5.215508
2010-2039,precip,dmean,mam,Isle of Man,-5.181218,2.1427472,10.076497,-4.748255,5.0399837,15.899049,0.432963,2.8972365,5.822552
2010-2039,precip,dmean,mam,London,-7.047904,0.04056805,7.6793604,-5.9711614,4.9876876,16.64432,1.0767426,4.94711955,8.9649596
2010-2039,precip,dmean,mam,North East England,-7.0705585,0.6806536,9.132442,-6.9553747,3.1633117,14.406164,0.1151838,2.4826581,5.273722
2010-2039,precip,dmean,mam,North West England,-4.323579,1.7325188,8.209534,-4.8929,3.7811787,13.198201,-0.569321,2.0486599,4.988667
2010-2039,precip,dmean,mam,Northern Ireland,-4.0936093,1.6621815,7.797971,-5.58596,2.028826,10.246631,-1.4923507,0.3666445,2.44866
2010-2039,precip,dmean,mam,Northern Scotland,-4.3527727,2.1054833,8.996933,-4.8683624,5.0549707,16.237246,-0.5155897,2.9494874,7.240313
2010-2039,precip,dmean,mam,South East England,-7.225711,0.052157253,7.9089017,-6.6900644,5.434607,18.270283,0.5356466,5.382449747,10.3613813
2010-2039,precip,dmean,mam,South West England,-7.3208184,0.057448503,8.029257,-6.4359007,5.0383906,17.067303,0.8849177,4.980942097,9.038046
2010-2039,precip,dmean,mam,Wales,-6.3290915,0.0595725,6.8861623,-6.364752,3.7404556,14.210905,-0.0356605,3.6808831,7.3247427
2010-2039,precip,dmean,mam,West Midlands,-6.5898447,0.7318556,8.67784,-6.039078,3.8193467,14.093283,0.5507667,3.0874911,5.415443
2010-2039,precip,dmean,mam,Western Scotland,-4.449829,2.4610898,9.855991,-5.213017,5.8385973,18.65728,-0.763188,3.3775075,8.801289
2010-2039,precip,dmean,mam,Yorkshire and Humberside,-6.659893,0.7745055,8.851507,-6.0925837,2.5388768,11.67137,0.5673093,1.7643713,2.819863
2020-2049,temp,dmax,mam,Channel Islands,0.7088727,1.5527449,2.596537,0.10181182,0.8700223,1.6826415,-0.60706088,-0.6827226,-0.9138955
2020-2049,temp,dmax,mam,East Midlands,0.7059499,1.6453885,2.7424004,0.18720983,0.9871902,1.8249699,-0.51874007,-0.6581983,-0.9174305
2020-2049,temp,dmax,mam,East of England,0.71513414,1.6574624,2.7537754,0.16687079,0.97253674,1.820134,-0.54826335,-0.68492566,-0.9336414
2020-2049,temp,dmax,mam,Eastern Scotland,0.2895618,1.2421051,2.3621635,0.08396818,0.9938527,1.9521917,-0.20559362,-0.2482524,-0.4099718
2020-2049,temp,dmax,mam,Isle of Man,0.5882692,1.4005718,2.3800023,0.18250678,0.8686697,1.5827909,-0.40576242,-0.5319021,-0.7972114
2020-2049,temp,dmax,mam,London,0.7442559,1.6883087,2.8326015,0.16787907,0.9765753,1.8321524,-0.57637683,-0.7117334,-1.0004491
2020-2049,temp,dmax,mam,North East England,0.64776886,1.6156945,2.7592568,0.22756562,1.0351491,1.8818505,-0.42020324,-0.5805454,-0.8774063
2020-2049,temp,dmax,mam,North West England,0.6390748,1.5747658,2.6617258,0.19574015,0.9851696,1.8094404,-0.44333465,-0.5895962,-0.8522854
2020-2049,temp,dmax,mam,Northern Ireland,0.56805944,1.3643341,2.3758593,0.19611283,0.9322543,1.6995996,-0.37194661,-0.4320798,-0.6762597
2020-2049,temp,dmax,mam,Northern Scotland,0.27977675,1.1292515,2.1421447,0.07949927,0.9616683,1.883579,-0.20027748,-0.1675832,-0.2585657
2020-2049,temp,dmax,mam,South East England,0.7232524,1.670022,2.7798223,0.1658625,0.9685448,1.8183296,-0.5573899,-0.7014772,-0.9614927
2020-2049,temp,dmax,mam,South West England,0.7246201,1.6357124,2.7421966,0.07020937,0.9096259,1.7887897,-0.65441073,-0.7260865,-0.9534069
2020-2049,temp,dmax,mam,Wales,0.7063493,1.594495,2.6884987,0.09600329,0.93195385,1.7966179,-0.61034601,-0.66254115,-0.8918808
2020-2049,temp,dmax,mam,West Midlands,0.7230907,1.6692533,2.8082807,0.104381986,0.96024126,1.8460512,-0.618708714,-0.70901204,-0.9622295
2020-2049,temp,dmax,mam,Western Scotland,0.631005,1.5404229,2.6246152,0.22068296,1.0159322,1.8457028,-0.41032204,-0.5244907,-0.7789124
2020-2049,temp,dmax,mam,Yorkshire and Humberside,0.6973902,1.6369983,2.738127,0.21142203,1.0165919,1.8588845,-0.48596817,-0.6204064,-0.8792425
2020-2049,temp,dmean,mam,Channel Islands,0.8227182,1.4141742,2.1723385,0.015146969,0.87688196,1.7940946,-0.807571231,-0.53729224,-0.3782439
2020-2049,temp,dmean,mam,East Midlands,0.8901268,1.5044429,2.2504144,0.14719014,1.0100594,1.917219,-0.74293666,-0.4943835,-0.3331954
2020-2049,temp,dmean,mam,East of England,0.89779115,1.5108354,2.2574077,0.14509456,1.0206548,1.9438041,-0.75269659,-0.4901806,-0.3136036
2020-2049,temp,dmean,mam,Eastern Scotland,0.6536227,1.3742256,2.2113965,0.051992375,0.9947483,1.9790992,-0.601630325,-0.3794773,-0.2322973
2020-2049,temp,dmean,mam,Isle of Man,0.7950289,1.3811543,2.0902693,0.16265255,0.93374604,1.7332755,-0.63237635,-0.44740826,-0.3569938
2020-2049,temp,dmean,mam,London,0.9050021,1.5308944,2.290411,0.14264251,1.0204754,1.9509165,-0.76235959,-0.510419,-0.3394945
2020-2049,temp,dmean,mam,North East England,0.90542835,1.5695739,2.3740795,0.17889668,1.0487386,1.9582665,-0.72653167,-0.5208353,-0.415813
2020-2049,temp,dmean,mam,North West England,0.88034445,1.533917,2.32333,0.14949016,1.008351,1.9039541,-0.73085429,-0.525566,-0.4193759
2020-2049,temp,dmean,mam,Northern Ireland,0.8417939,1.4081699,2.089364,0.15501417,0.96318483,1.8004503,-0.68677973,-0.44498507,-0.2889137
2020-2049,temp,dmean,mam,Northern Scotland,0.6080423,1.2846253,2.069281,0.04585568,0.98101246,1.9523736,-0.56218662,-0.30361284,-0.1169074
2020-2049,temp,dmean,mam,South East England,0.89896613,1.5237451,2.2808352,0.1403724,1.0172943,1.9476862,-0.75859373,-0.5064508,-0.333149
2020-2049,temp,dmean,mam,South West England,0.8590295,1.4754033,2.2659707,0.1249384,0.97571206,1.8763876,-0.7340911,-0.49969124,-0.3895831
2020-2049,temp,dmean,mam,Wales,0.84473205,1.4531626,2.232643,0.13701399,0.97621137,1.8593487,-0.70771806,-0.47695123,-0.3732943
2020-2049,temp,dmean,mam,West Midlands,0.87111443,1.4980451,2.3014193,0.14547944,0.9987474,1.8988423,-0.72563499,-0.4992977,-0.402577
2020-2049,temp,dmean,mam,Western Scotland,0.8779239,1.5285913,2.3148053,0.18317406,1.0465379,1.946675,-0.69474984,-0.4820534,-0.3681303
2020-2049,temp,dmean,mam,Yorkshire and Humberside,0.88438797,1.4972274,2.2404797,0.16451117,1.0310208,1.9370031,-0.7198768,-0.4662066,-0.3034766
2020-2049,temp,dmin,mam,Channel Islands,0.50935316,1.3374362,2.3205726,0.080407515,1.0177145,2.046052,-0.428945645,-0.3197217,-0.2745206
2020-2049,temp,dmin,mam,East Midlands,0.50625896,1.3126292,2.3161898,0.11261357,1.0198567,2.0201159,-0.39364539,-0.2927725,-0.2960739
2020-2049,temp,dmin,mam,East of England,0.50988144,1.3323768,2.340514,0.11132389,1.0367944,2.066571,-0.39855755,-0.2955824,-0.273943
2020-2049,temp,dmin,mam,Eastern Scotland,0.27430284,1.1892179,2.2229815,0.00843071,1.0669162,2.1902986,-0.26587213,-0.1223017,-0.0326829
2020-2049,temp,dmin,mam,Isle of Man,0.4535329,1.2063528,2.1339424,-0.030744724,0.9152617,1.9129125,-0.484277624,-0.2910911,-0.2210299
2020-2049,temp,dmin,mam,London,0.5221536,1.3415983,2.3571696,0.10981809,1.0373062,2.0715742,-0.41233551,-0.3042921,-0.2855954
2020-2049,temp,dmin,mam,North East England,0.49997038,1.3332648,2.357346,-0.046546374,0.9698387,2.0447056,-0.546516754,-0.3634261,-0.3126404
2020-2049,temp,dmin,mam,North West England,0.50828314,1.3119856,2.332893,-0.06539163,0.94871324,2.0150256,-0.57367477,-0.36327236,-0.3178674
2020-2049,temp,dmin,mam,Northern Ireland,0.43571046,1.3117527,2.3186228,-0.06888315,0.88974243,1.8961563,-0.50459361,-0.42201027,-0.4224665
2020-2049,temp,dmin,mam,Northern Scotland,0.25143296,1.1358244,2.1548076,-0.23691948,0.9236272,2.1067066,-0.48835244,-0.2121972,-0.048101
2020-2049,temp,dmin,mam,South East England,0.51065296,1.3410839,2.3521016,0.11252864,1.044279,2.0814915,-0.39812432,-0.2968049,-0.2706101
2020-2049,temp,dmin,mam,South West England,0.5262867,1.37699,2.404489,0.10253562,1.016302,2.0249388,-0.42375108,-0.360688,-0.3795502
2020-2049,temp,dmin,mam,Wales,0.5059921,1.3666142,2.3965564,0.10866716,1.0016555,1.9822294,-0.39732494,-0.3649587,-0.414327
2020-2049,temp,dmin,mam,West Midlands,0.5056609,1.3875134,2.4085066,0.11710593,1.015305,2.0063262,-0.38855497,-0.3722084,-0.4021804
2020-2049,temp,dmin,mam,Western Scotland,0.49527338,1.3235652,2.3692968,-0.023135738,1.0078382,2.0933554,-0.518409118,-0.315727,-0.2759414
2020-2049,temp,dmin,mam,Yorkshire and Humberside,0.48120594,1.3141012,2.3043766,0.12193486,1.0345423,2.0335667,-0.35927108,-0.2795589,-0.2708099
2020-2049,precip,dmean,mam,Channel Islands,-8.60755,-0.66161835,7.956635,-7.029823,6.638761,20.865065,1.577727,7.30037935,12.90843
2020-2049,precip,dmean,mam,East Midlands,-6.4406013,0.27228794,7.483083,-4.9356966,5.3299403,16.415457,1.5049047,5.05765236,8.932374
2020-2049,precip,dmean,mam,East of England,-5.984067,0.25530815,6.9232144,-5.280655,5.9072194,17.880213,0.703412,5.65191125,10.9569986
2020-2049,precip,dmean,mam,Eastern Scotland,-5.137321,0.86966264,7.28022,-4.359296,5.803913,17.221828,0.778025,4.93425036,9.941608
2020-2049,precip,dmean,mam,Isle of Man,-5.491083,1.1627342,8.304955,-4.687414,6.898619,20.069918,0.803669,5.7358848,11.764963
2020-2049,precip,dmean,mam,London,-7.1639333,-0.4660215,6.7005043,-5.3482127,7.108543,20.525448,1.8157206,7.5745645,13.8249437
2020-2049,precip,dmean,mam,North East England,-7.203501,0.23173472,8.281612,-5.596803,5.4637437,18.45823,1.606698,5.23200898,10.176618
2020-2049,precip,dmean,mam,North West England,-4.5862503,0.94104147,6.807154,-6.5479283,3.9154816,15.177641,-1.961678,2.97444013,8.370487
2020-2049,precip,dmean,mam,Northern Ireland,-4.341107,0.90295225,6.450899,-5.8433576,3.2328334,13.139587,-1.5022506,2.32988115,6.688688
2020-2049,precip,dmean,mam,Northern Scotland,-6.4918427,0.9547109,8.961834,-5.783716,5.180178,18.205212,0.7081267,4.2254671,9.243378
2020-2049,precip,dmean,mam,South East England,-7.273417,-0.5863611,6.566998,-5.9747343,7.778174,22.659918,1.2986827,8.3645351,16.09292
2020-2049,precip,dmean,mam,South West England,-7.324359,-0.64009434,6.5086465,-5.99596,6.952001,20.651506,1.328399,7.59209534,14.1428595
2020-2049,precip,dmean,mam,Wales,-6.201482,-0.65146357,5.2146654,-7.13024,3.9940305,15.767321,-0.928758,4.64549407,10.5526556
2020-2049,precip,dmean,mam,West Midlands,-6.6939044,0.24909738,7.7264404,-5.0010924,5.3344827,16.342789,1.692812,5.08538532,8.6163486
2020-2049,precip,dmean,mam,Western Scotland,-7.023346,1.116647,9.919694,-5.0443053,6.86983,21.017422,1.9790407,5.753183,11.097728
2020-2049,precip,dmean,mam,Yorkshire and Humberside,-6.756295,0.2635728,7.8294673,-5.562001,3.808535,14.09895,1.194294,3.5449622,6.2694827
2030-2059,temp,dmax,mam,Channel Islands,0.8684581,1.878134,3.1457381,0.248277,1.145902,2.0976949,-0.6201811,-0.732232,-1.0480432
2030-2059,temp,dmax,mam,East Midlands,0.9130703,2.0115867,3.317481,0.33716807,1.2795701,2.2699983,-0.57590223,-0.7320166,-1.0474827
